"prefid","area_sqm","pop1393","pop1580","pop1630","pop1680","pop1776","pop1820","pop1851","pop1880","pop1910","disttreaty1897","genalogy1896_prefmatch","pop1920","distshort3","coa_dist2","rvr_dist2","privatebanks3y5"
"S06P01",12225.2,119,210,244,331,613,804,918,1039,1183,361.461,0,848,730.2713,535.5168,296.3047,0
"S06P01",12225.2,119,210,244,331,613,804,918,1039,1183,361.461,0,848,730.2713,535.5168,296.3047,0
"S06P01",12225.2,119,210,244,331,613,804,918,1039,1183,361.461,0,848,730.2713,535.5168,296.3047,0
"S06P01",12225.2,119,210,244,331,613,804,918,1039,1183,361.461,0,848,730.2713,535.5168,296.3047,0
"S06P01",12225.2,119,210,244,331,613,804,918,1039,1183,361.461,0,848,730.2713,535.5168,296.3047,0
"S06P01",12225.2,119,210,244,331,613,804,918,1039,1183,361.461,0,848,730.2713,535.5168,296.3047,2
"S06P01",12225.2,119,210,244,331,613,804,918,1039,1183,361.461,0,848,730.2713,535.5168,296.3047,2
"S06P01",12225.2,119,210,244,331,613,804,918,1039,1183,361.461,0,848,730.2713,535.5168,296.3047,1
"S06P01",12225.2,119,210,244,331,613,804,918,1039,1183,361.461,0,848,730.2713,535.5168,296.3047,0
"S03P01",131190,5,18,25,38,69,78,84,36,45,247.481,0,42,2083.657,1924.738,1524.15,0
"S03P01",131190,5,18,25,38,69,78,84,36,45,247.481,0,42,2083.657,1924.738,1524.15,0
"S03P01",131190,5,18,25,38,69,78,84,36,45,247.481,0,42,2083.657,1924.738,1524.15,0
"S03P01",131190,5,18,25,38,69,78,84,36,45,247.481,0,42,2083.657,1924.738,1524.15,0
"S03P01",131190,5,18,25,38,69,78,84,36,45,247.481,0,42,2083.657,1924.738,1524.15,0
"S03P01",131190,5,18,25,38,69,78,84,36,45,247.481,0,42,2083.657,1924.738,1524.15,0
"S03P01",131190,5,18,25,38,69,78,84,36,45,247.481,0,42,2083.657,1924.738,1524.15,0
"S03P01",131190,5,18,25,38,69,78,84,36,45,247.481,0,42,2083.657,1924.738,1524.15,0
"S03P01",131190,5,18,25,38,69,78,84,36,45,247.481,0,42,2083.657,1924.738,1524.15,1
"S05P01",8565.37,169,375,595,586,852,1033,1184,1346,1536,181.706,0,160,795.0009,211.5874,379.5574,0
"S05P01",8565.37,169,375,595,586,852,1033,1184,1346,1536,181.706,0,160,795.0009,211.5874,379.5574,0
"S05P01",8565.37,169,375,595,586,852,1033,1184,1346,1536,181.706,0,160,795.0009,211.5874,379.5574,0
"S05P01",8565.37,169,375,595,586,852,1033,1184,1346,1536,181.706,0,160,795.0009,211.5874,379.5574,0
"S05P01",8565.37,169,375,595,586,852,1033,1184,1346,1536,181.706,0,160,795.0009,211.5874,379.5574,0
"S05P01",8565.37,169,375,595,586,852,1033,1184,1346,1536,181.706,0,160,795.0009,211.5874,379.5574,0
"S05P01",8565.37,169,375,595,586,852,1033,1184,1346,1536,181.706,0,160,795.0009,211.5874,379.5574,0
"S05P01",8565.37,169,375,595,586,852,1033,1184,1346,1536,181.706,0,160,795.0009,211.5874,379.5574,0
"S05P01",8565.37,169,375,595,586,852,1033,1184,1346,1536,181.706,0,160,795.0009,211.5874,379.5574,2
"S13P01",3039.14,63,129,156,187,245,279,309,156,194,527.375,0,150,1126.4,537.3776,533.7079,0
"S13P01",3039.14,63,129,156,187,245,279,309,156,194,527.375,0,150,1126.4,537.3776,533.7079,0
"S13P01",3039.14,63,129,156,187,245,279,309,156,194,527.375,0,150,1126.4,537.3776,533.7079,0
"S13P01",3039.14,63,129,156,187,245,279,309,156,194,527.375,0,150,1126.4,537.3776,533.7079,0
"S13P01",3039.14,63,129,156,187,245,279,309,156,194,527.375,0,150,1126.4,537.3776,533.7079,0
"S13P01",3039.14,63,129,156,187,245,279,309,156,194,527.375,0,150,1126.4,537.3776,533.7079,0
"S13P01",3039.14,63,129,156,187,245,279,309,156,194,527.375,0,150,1126.4,537.3776,533.7079,0
"S13P01",3039.14,63,129,156,187,245,279,309,156,194,527.375,0,150,1126.4,537.3776,533.7079,0
"S13P01",3039.14,63,129,156,187,245,279,309,156,194,527.375,0,150,1126.4,537.3776,533.7079,0
"S18P01",11148.9,265,750,967,967,1932,2304,2608,2928,3300,148.997,16,2593,1016.549,178.1365,317.0768,0
"S18P01",11148.9,265,750,967,967,1932,2304,2608,2928,3300,148.997,16,2593,1016.549,178.1365,317.0768,1
"S18P01",11148.9,265,750,967,967,1932,2304,2608,2928,3300,148.997,16,2593,1016.549,178.1365,317.0768,1
"S18P01",11148.9,265,750,967,967,1932,2304,2608,2928,3300,148.997,16,2593,1016.549,178.1365,317.0768,0
"S18P01",11148.9,265,750,967,967,1932,2304,2608,2928,3300,148.997,16,2593,1016.549,178.1365,317.0768,1
"S18P01",11148.9,265,750,967,967,1932,2304,2608,2928,3300,148.997,16,2593,1016.549,178.1365,317.0768,4
"S18P01",11148.9,265,750,967,967,1932,2304,2608,2928,3300,148.997,16,2593,1016.549,178.1365,317.0768,6
"S18P01",11148.9,265,750,967,967,1932,2304,2608,2928,3300,148.997,16,2593,1016.549,178.1365,317.0768,5
"S18P01",11148.9,265,750,967,967,1932,2304,2608,2928,3300,148.997,16,2593,1016.549,178.1365,317.0768,11
"S15P02",31589.9,72,185,239,19,777,1200,1631,2171,2921,231.751,5,4748,773.2125,1138.774,233.5371,0
"S15P02",31589.9,72,185,239,19,777,1200,1631,2171,2921,231.751,5,4748,773.2125,1138.774,233.5371,0
"S15P02",31589.9,72,185,239,19,777,1200,1631,2171,2921,231.751,5,4748,773.2125,1138.774,233.5371,0
"S15P02",31589.9,72,185,239,19,777,1200,1631,2171,2921,231.751,5,4748,773.2125,1138.774,233.5371,0
"S15P02",31589.9,72,185,239,19,777,1200,1631,2171,2921,231.751,5,4748,773.2125,1138.774,233.5371,0
"S15P02",31589.9,72,185,239,19,777,1200,1631,2171,2921,231.751,5,4748,773.2125,1138.774,233.5371,0
"S15P02",31589.9,72,185,239,19,777,1200,1631,2171,2921,231.751,5,4748,773.2125,1138.774,233.5371,0
"S15P02",31589.9,72,185,239,19,777,1200,1631,2171,2921,231.751,5,4748,773.2125,1138.774,233.5371,0
"S15P02",31589.9,72,185,239,19,777,1200,1631,2171,2921,231.751,5,4748,773.2125,1138.774,233.5371,0
"S09P13",22585.7,165,514,696,718,1403,1825,2049,2290,2997,351.811,195,2765,181.7236,538.2294,206.557,0
"S09P13",22585.7,165,514,696,718,1403,1825,2049,2290,2997,351.811,195,2765,181.7236,538.2294,206.557,0
"S09P13",22585.7,165,514,696,718,1403,1825,2049,2290,2997,351.811,195,2765,181.7236,538.2294,206.557,0
"S09P13",22585.7,165,514,696,718,1403,1825,2049,2290,2997,351.811,195,2765,181.7236,538.2294,206.557,0
"S09P13",22585.7,165,514,696,718,1403,1825,2049,2290,2997,351.811,195,2765,181.7236,538.2294,206.557,1
"S09P13",22585.7,165,514,696,718,1403,1825,2049,2290,2997,351.811,195,2765,181.7236,538.2294,206.557,3
"S09P13",22585.7,165,514,696,718,1403,1825,2049,2290,2997,351.811,195,2765,181.7236,538.2294,206.557,1
"S09P13",22585.7,165,514,696,718,1403,1825,2049,2290,2997,351.811,195,2765,181.7236,538.2294,206.557,0
"S09P13",22585.7,165,514,696,718,1403,1825,2049,2290,2997,351.811,195,2765,181.7236,538.2294,206.557,0
"S12P01",12305.3,273,751,956,1525,2669,3114,3412,3717,4076,458.926,4,3057,616.7656,313.0285,65.10205,0
"S12P01",12305.3,273,751,956,1525,2669,3114,3412,3717,4076,458.926,4,3057,616.7656,313.0285,65.10205,0
"S12P01",12305.3,273,751,956,1525,2669,3114,3412,3717,4076,458.926,4,3057,616.7656,313.0285,65.10205,0
"S12P01",12305.3,273,751,956,1525,2669,3114,3412,3717,4076,458.926,4,3057,616.7656,313.0285,65.10205,0
"S12P01",12305.3,273,751,956,1525,2669,3114,3412,3717,4076,458.926,4,3057,616.7656,313.0285,65.10205,0
"S12P01",12305.3,273,751,956,1525,2669,3114,3412,3717,4076,458.926,4,3057,616.7656,313.0285,65.10205,0
"S12P01",12305.3,273,751,956,1525,2669,3114,3412,3717,4076,458.926,4,3057,616.7656,313.0285,65.10205,0
"S12P01",12305.3,273,751,956,1525,2669,3114,3412,3717,4076,458.926,4,3057,616.7656,313.0285,65.10205,0
"S12P01",12305.3,273,751,956,1525,2669,3114,3412,3717,4076,458.926,4,3057,616.7656,313.0285,65.10205,0
"S09P14",11972.3,293,1347,2025,1097,1066,1270,1319,1515,1798,154.042,87,2329,156.3052,701.2725,17.43691,0
"S09P14",11972.3,293,1347,2025,1097,1066,1270,1319,1515,1798,154.042,87,2329,156.3052,701.2725,17.43691,1
"S09P14",11972.3,293,1347,2025,1097,1066,1270,1319,1515,1798,154.042,87,2329,156.3052,701.2725,17.43691,1
"S09P14",11972.3,293,1347,2025,1097,1066,1270,1319,1515,1798,154.042,87,2329,156.3052,701.2725,17.43691,0
"S09P14",11972.3,293,1347,2025,1097,1066,1270,1319,1515,1798,154.042,87,2329,156.3052,701.2725,17.43691,2
"S09P14",11972.3,293,1347,2025,1097,1066,1270,1319,1515,1798,154.042,87,2329,156.3052,701.2725,17.43691,2
"S09P14",11972.3,293,1347,2025,1097,1066,1270,1319,1515,1798,154.042,87,2329,156.3052,701.2725,17.43691,2
"S09P14",11972.3,293,1347,2025,1097,1066,1270,1319,1515,1798,154.042,87,2329,156.3052,701.2725,17.43691,1
"S09P14",11972.3,293,1347,2025,1097,1066,1270,1319,1515,1798,154.042,87,2329,156.3052,701.2725,17.43691,2
"S10P01",7674.24,776,1577,1907,2123,3115,3896,4409,1491,2318,67.1926,749,3707,442.8551,95.02494,7.325272,0
"S10P01",7674.24,776,1577,1907,2123,3115,3896,4409,1491,2318,67.1926,749,3707,442.8551,95.02494,7.325272,0
"S10P01",7674.24,776,1577,1907,2123,3115,3896,4409,1491,2318,67.1926,749,3707,442.8551,95.02494,7.325272,0
"S10P01",7674.24,776,1577,1907,2123,3115,3896,4409,1491,2318,67.1926,749,3707,442.8551,95.02494,7.325272,2
"S10P01",7674.24,776,1577,1907,2123,3115,3896,4409,1491,2318,67.1926,749,3707,442.8551,95.02494,7.325272,4
"S10P01",7674.24,776,1577,1907,2123,3115,3896,4409,1491,2318,67.1926,749,3707,442.8551,95.02494,7.325272,9
"S10P01",7674.24,776,1577,1907,2123,3115,3896,4409,1491,2318,67.1926,749,3707,442.8551,95.02494,7.325272,10
"S10P01",7674.24,776,1577,1907,2123,3115,3896,4409,1491,2318,67.1926,749,3707,442.8551,95.02494,7.325272,9
"S10P01",7674.24,776,1577,1907,2123,3115,3896,4409,1491,2318,67.1926,749,3707,442.8551,95.02494,7.325272,17
"S09P30",40955,570,2293,3327,1750,3419,4453,5324,6332,7577,251.206,1607,7626,0,579.0889,52.44913,0
"S09P30",40955,570,2293,3327,1750,3419,4453,5324,6332,7577,251.206,1607,7626,0,579.0889,52.44913,1
"S09P30",40955,570,2293,3327,1750,3419,4453,5324,6332,7577,251.206,1607,7626,0,579.0889,52.44913,1
"S09P30",40955,570,2293,3327,1750,3419,4453,5324,6332,7577,251.206,1607,7626,0,579.0889,52.44913,0
"S09P30",40955,570,2293,3327,1750,3419,4453,5324,6332,7577,251.206,1607,7626,0,579.0889,52.44913,9
"S09P30",40955,570,2293,3327,1750,3419,4453,5324,6332,7577,251.206,1607,7626,0,579.0889,52.44913,12
"S09P30",40955,570,2293,3327,1750,3419,4453,5324,6332,7577,251.206,1607,7626,0,579.0889,52.44913,7
"S09P30",40955,570,2293,3327,1750,3419,4453,5324,6332,7577,251.206,1607,7626,0,579.0889,52.44913,4
"S09P30",40955,570,2293,3327,1750,3419,4453,5324,6332,7577,251.206,1607,7626,0,579.0889,52.44913,8
"S04P01",15091.2,342,793,993,1285,2158,2661,3110,3599,4185,0,39,4060,411.3925,33.68747,352.5167,0
"S04P01",15091.2,342,793,993,1285,2158,2661,3110,3599,4185,0,39,4060,411.3925,33.68747,352.5167,1
"S04P01",15091.2,342,793,993,1285,2158,2661,3110,3599,4185,0,39,4060,411.3925,33.68747,352.5167,2
"S04P01",15091.2,342,793,993,1285,2158,2661,3110,3599,4185,0,39,4060,411.3925,33.68747,352.5167,1
"S04P01",15091.2,342,793,993,1285,2158,2661,3110,3599,4185,0,39,4060,411.3925,33.68747,352.5167,0
"S04P01",15091.2,342,793,993,1285,2158,2661,3110,3599,4185,0,39,4060,411.3925,33.68747,352.5167,1
"S04P01",15091.2,342,793,993,1285,2158,2661,3110,3599,4185,0,39,4060,411.3925,33.68747,352.5167,2
"S04P01",15091.2,342,793,993,1285,2158,2661,3110,3599,4185,0,39,4060,411.3925,33.68747,352.5167,2
"S04P01",15091.2,342,793,993,1285,2158,2661,3110,3599,4185,0,39,4060,411.3925,33.68747,352.5167,1
"S09P15",12901.1,110,297,387,466,781,946,1088,900,1005,297.598,96,1415,266.4062,328.6603,292.288,0
"S09P15",12901.1,110,297,387,466,781,946,1088,900,1005,297.598,96,1415,266.4062,328.6603,292.288,0
"S09P15",12901.1,110,297,387,466,781,946,1088,900,1005,297.598,96,1415,266.4062,328.6603,292.288,0
"S09P15",12901.1,110,297,387,466,781,946,1088,900,1005,297.598,96,1415,266.4062,328.6603,292.288,0
"S09P15",12901.1,110,297,387,466,781,946,1088,900,1005,297.598,96,1415,266.4062,328.6603,292.288,0
"S09P15",12901.1,110,297,387,466,781,946,1088,900,1005,297.598,96,1415,266.4062,328.6603,292.288,0
"S09P15",12901.1,110,297,387,466,781,946,1088,900,1005,297.598,96,1415,266.4062,328.6603,292.288,0
"S09P15",12901.1,110,297,387,466,781,946,1088,900,1005,297.598,96,1415,266.4062,328.6603,292.288,1
"S09P15",12901.1,110,297,387,466,781,946,1088,900,1005,297.598,96,1415,266.4062,328.6603,292.288,0
"S09P16",12745.7,117,298,382,555,806,909,1010,1065,1086,264.163,12,1543,254.2852,673.5747,162.8878,0
"S09P16",12745.7,117,298,382,555,806,909,1010,1065,1086,264.163,12,1543,254.2852,673.5747,162.8878,0
"S09P16",12745.7,117,298,382,555,806,909,1010,1065,1086,264.163,12,1543,254.2852,673.5747,162.8878,0
"S09P16",12745.7,117,298,382,555,806,909,1010,1065,1086,264.163,12,1543,254.2852,673.5747,162.8878,0
"S09P16",12745.7,117,298,382,555,806,909,1010,1065,1086,264.163,12,1543,254.2852,673.5747,162.8878,0
"S09P16",12745.7,117,298,382,555,806,909,1010,1065,1086,264.163,12,1543,254.2852,673.5747,162.8878,2
"S09P16",12745.7,117,298,382,555,806,909,1010,1065,1086,264.163,12,1543,254.2852,673.5747,162.8878,2
"S09P16",12745.7,117,298,382,555,806,909,1010,1065,1086,264.163,12,1543,254.2852,673.5747,162.8878,1
"S09P16",12745.7,117,298,382,555,806,909,1010,1065,1086,264.163,12,1543,254.2852,673.5747,162.8878,5
"S07P01",9558.81,426,1413,1944,1831,1854,2210,2464,1695,2154,358.41,12,3403,458.1022,427.5628,229.7628,0
"S07P01",9558.81,426,1413,1944,1831,1854,2210,2464,1695,2154,358.41,12,3403,458.1022,427.5628,229.7628,0
"S07P01",9558.81,426,1413,1944,1831,1854,2210,2464,1695,2154,358.41,12,3403,458.1022,427.5628,229.7628,0
"S07P01",9558.81,426,1413,1944,1831,1854,2210,2464,1695,2154,358.41,12,3403,458.1022,427.5628,229.7628,0
"S07P01",9558.81,426,1413,1944,1831,1854,2210,2464,1695,2154,358.41,12,3403,458.1022,427.5628,229.7628,1
"S07P01",9558.81,426,1413,1944,1831,1854,2210,2464,1695,2154,358.41,12,3403,458.1022,427.5628,229.7628,2
"S07P01",9558.81,426,1413,1944,1831,1854,2210,2464,1695,2154,358.41,12,3403,458.1022,427.5628,229.7628,2
"S07P01",9558.81,426,1413,1944,1831,1854,2210,2464,1695,2154,358.41,12,3403,458.1022,427.5628,229.7628,2
"S07P01",9558.81,426,1413,1944,1831,1854,2210,2464,1695,2154,358.41,12,3403,458.1022,427.5628,229.7628,1
"S15P03",13306.8,124,345,454,22,1612,2288,2704,3163,3722,267.416,74,5445,903.8581,1078.468,231.3301,0
"S15P03",13306.8,124,345,454,22,1612,2288,2704,3163,3722,267.416,74,5445,903.8581,1078.468,231.3301,0
"S15P03",13306.8,124,345,454,22,1612,2288,2704,3163,3722,267.416,74,5445,903.8581,1078.468,231.3301,0
"S15P03",13306.8,124,345,454,22,1612,2288,2704,3163,3722,267.416,74,5445,903.8581,1078.468,231.3301,0
"S15P03",13306.8,124,345,454,22,1612,2288,2704,3163,3722,267.416,74,5445,903.8581,1078.468,231.3301,3
"S15P03",13306.8,124,345,454,22,1612,2288,2704,3163,3722,267.416,74,5445,903.8581,1078.468,231.3301,5
"S15P03",13306.8,124,345,454,22,1612,2288,2704,3163,3722,267.416,74,5445,903.8581,1078.468,231.3301,4
"S15P03",13306.8,124,345,454,22,1612,2288,2704,3163,3722,267.416,74,5445,903.8581,1078.468,231.3301,5
"S15P03",13306.8,124,345,454,22,1612,2288,2704,3163,3722,267.416,74,5445,903.8581,1078.468,231.3301,13
"S01P02",9937.17,216,661,892,1130,2145,2755,3220,505,729,138.315,30,912,177.2698,300.5515,24.56999,0
"S01P02",9937.17,216,661,892,1130,2145,2755,3220,505,729,138.315,30,912,177.2698,300.5515,24.56999,0
"S01P02",9937.17,216,661,892,1130,2145,2755,3220,505,729,138.315,30,912,177.2698,300.5515,24.56999,0
"S01P02",9937.17,216,661,892,1130,2145,2755,3220,505,729,138.315,30,912,177.2698,300.5515,24.56999,0
"S01P02",9937.17,216,661,892,1130,2145,2755,3220,505,729,138.315,30,912,177.2698,300.5515,24.56999,0
"S01P02",9937.17,216,661,892,1130,2145,2755,3220,505,729,138.315,30,912,177.2698,300.5515,24.56999,1
"S01P02",9937.17,216,661,892,1130,2145,2755,3220,505,729,138.315,30,912,177.2698,300.5515,24.56999,1
"S01P02",9937.17,216,661,892,1130,2145,2755,3220,505,729,138.315,30,912,177.2698,300.5515,24.56999,1
"S01P02",9937.17,216,661,892,1130,2145,2755,3220,505,729,138.315,30,912,177.2698,300.5515,24.56999,2
"S01P03",4560.11,44,112,143,271,481,600,704,308,486,86.3275,4,406,363.3612,239.8934,47.5036,0
"S01P03",4560.11,44,112,143,271,481,600,704,308,486,86.3275,4,406,363.3612,239.8934,47.5036,0
"S01P03",4560.11,44,112,143,271,481,600,704,308,486,86.3275,4,406,363.3612,239.8934,47.5036,0
"S01P03",4560.11,44,112,143,271,481,600,704,308,486,86.3275,4,406,363.3612,239.8934,47.5036,0
"S01P03",4560.11,44,112,143,271,481,600,704,308,486,86.3275,4,406,363.3612,239.8934,47.5036,0
"S01P03",4560.11,44,112,143,271,481,600,704,308,486,86.3275,4,406,363.3612,239.8934,47.5036,1
"S01P03",4560.11,44,112,143,271,481,600,704,308,486,86.3275,4,406,363.3612,239.8934,47.5036,1
"S01P03",4560.11,44,112,143,271,481,600,704,308,486,86.3275,4,406,363.3612,239.8934,47.5036,1
"S01P03",4560.11,44,112,143,271,481,600,704,308,486,86.3275,4,406,363.3612,239.8934,47.5036,2
"S16P02",23618.9,47,152,209,287,491,674,845,664,752,203.306,0,760,1189.432,794.4709,500.0147,0
"S16P02",23618.9,47,152,209,287,491,674,845,664,752,203.306,0,760,1189.432,794.4709,500.0147,0
"S16P02",23618.9,47,152,209,287,491,674,845,664,752,203.306,0,760,1189.432,794.4709,500.0147,0
"S16P02",23618.9,47,152,209,287,491,674,845,664,752,203.306,0,760,1189.432,794.4709,500.0147,0
"S16P02",23618.9,47,152,209,287,491,674,845,664,752,203.306,0,760,1189.432,794.4709,500.0147,0
"S16P02",23618.9,47,152,209,287,491,674,845,664,752,203.306,0,760,1189.432,794.4709,500.0147,0
"S16P02",23618.9,47,152,209,287,491,674,845,664,752,203.306,0,760,1189.432,794.4709,500.0147,0
"S16P02",23618.9,47,152,209,287,491,674,845,664,752,203.306,0,760,1189.432,794.4709,500.0147,0
"S16P02",23618.9,47,152,209,287,491,674,845,664,752,203.306,0,760,1189.432,794.4709,500.0147,0
"S17P24",18638.8,748,1385,1633,534,862,1074,1253,922,1050,86.8866,610,1591,221.4382,123.4167,237.4134,0
"S17P24",18638.8,748,1385,1633,534,862,1074,1253,922,1050,86.8866,610,1591,221.4382,123.4167,237.4134,0
"S17P24",18638.8,748,1385,1633,534,862,1074,1253,922,1050,86.8866,610,1591,221.4382,123.4167,237.4134,0
"S17P24",18638.8,748,1385,1633,534,862,1074,1253,922,1050,86.8866,610,1591,221.4382,123.4167,237.4134,0
"S17P24",18638.8,748,1385,1633,534,862,1074,1253,922,1050,86.8866,610,1591,221.4382,123.4167,237.4134,0
"S17P24",18638.8,748,1385,1633,534,862,1074,1253,922,1050,86.8866,610,1591,221.4382,123.4167,237.4134,1
"S17P24",18638.8,748,1385,1633,534,862,1074,1253,922,1050,86.8866,610,1591,221.4382,123.4167,237.4134,1
"S17P24",18638.8,748,1385,1633,534,862,1074,1253,922,1050,86.8866,610,1591,221.4382,123.4167,237.4134,1
"S17P24",18638.8,748,1385,1633,534,862,1074,1253,922,1050,86.8866,610,1591,221.4382,123.4167,237.4134,1
"S06P02",31341.6,106,158,176,150,717,1052,1324,1643,2053,284.109,3,1532,735.3558,654.8624,192.9933,0
"S06P02",31341.6,106,158,176,150,717,1052,1324,1643,2053,284.109,3,1532,735.3558,654.8624,192.9933,0
"S06P02",31341.6,106,158,176,150,717,1052,1324,1643,2053,284.109,3,1532,735.3558,654.8624,192.9933,0
"S06P02",31341.6,106,158,176,150,717,1052,1324,1643,2053,284.109,3,1532,735.3558,654.8624,192.9933,0
"S06P02",31341.6,106,158,176,150,717,1052,1324,1643,2053,284.109,3,1532,735.3558,654.8624,192.9933,0
"S06P02",31341.6,106,158,176,150,717,1052,1324,1643,2053,284.109,3,1532,735.3558,654.8624,192.9933,0
"S06P02",31341.6,106,158,176,150,717,1052,1324,1643,2053,284.109,3,1532,735.3558,654.8624,192.9933,0
"S06P02",31341.6,106,158,176,150,717,1052,1324,1643,2053,284.109,3,1532,735.3558,654.8624,192.9933,0
"S06P02",31341.6,106,158,176,150,717,1052,1324,1643,2053,284.109,3,1532,735.3558,654.8624,192.9933,0
"S16P03",18456.7,115,273,345,436,678,698,861,632,714,305.613,5,579,1299.476,959.7973,578.2119,0
"S16P03",18456.7,115,273,345,436,678,698,861,632,714,305.613,5,579,1299.476,959.7973,578.2119,0
"S16P03",18456.7,115,273,345,436,678,698,861,632,714,305.613,5,579,1299.476,959.7973,578.2119,0
"S16P03",18456.7,115,273,345,436,678,698,861,632,714,305.613,5,579,1299.476,959.7973,578.2119,0
"S16P03",18456.7,115,273,345,436,678,698,861,632,714,305.613,5,579,1299.476,959.7973,578.2119,0
"S16P03",18456.7,115,273,345,436,678,698,861,632,714,305.613,5,579,1299.476,959.7973,578.2119,0
"S16P03",18456.7,115,273,345,436,678,698,861,632,714,305.613,5,579,1299.476,959.7973,578.2119,0
"S16P03",18456.7,115,273,345,436,678,698,861,632,714,305.613,5,579,1299.476,959.7973,578.2119,0
"S16P03",18456.7,115,273,345,436,678,698,861,632,714,305.613,5,579,1299.476,959.7973,578.2119,0
"S18P05",7631.74,219,598,782,864,1722,1965,2109,2254,2414,365.33,2,1712,732.8595,352.6945,89.86285,0
"S18P05",7631.74,219,598,782,864,1722,1965,2109,2254,2414,365.33,2,1712,732.8595,352.6945,89.86285,0
"S18P05",7631.74,219,598,782,864,1722,1965,2109,2254,2414,365.33,2,1712,732.8595,352.6945,89.86285,0
"S18P05",7631.74,219,598,782,864,1722,1965,2109,2254,2414,365.33,2,1712,732.8595,352.6945,89.86285,0
"S18P05",7631.74,219,598,782,864,1722,1965,2109,2254,2414,365.33,2,1712,732.8595,352.6945,89.86285,0
"S18P05",7631.74,219,598,782,864,1722,1965,2109,2254,2414,365.33,2,1712,732.8595,352.6945,89.86285,2
"S18P05",7631.74,219,598,782,864,1722,1965,2109,2254,2414,365.33,2,1712,732.8595,352.6945,89.86285,2
"S18P05",7631.74,219,598,782,864,1722,1965,2109,2254,2414,365.33,2,1712,732.8595,352.6945,89.86285,1
"S18P05",7631.74,219,598,782,864,1722,1965,2109,2254,2414,365.33,2,1712,732.8595,352.6945,89.86285,1
"S13P02",16078.3,177,541,729,472,697,760,809,728,1061,349.835,1,1310,1178.76,393.1596,537.0803,0
"S13P02",16078.3,177,541,729,472,697,760,809,728,1061,349.835,1,1310,1178.76,393.1596,537.0803,0
